	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
931	IL		8	Statistics and Probability	8.SP.A.4		1	A survey of 7th and 8th grade students asked whether they were in favor of or against school uniforms. The two-way table shows the results. To the nearest tenth of a percent, what percent of the 7th grade students were in favor of wearing school uniforms?	0.192	0.413	0.429	0.571		A survey of 7th and 8th grade students asked whether they were in favor of or against school uniforms. The two-way table shows the results. To the nearest tenth of a percent, what percent of the 7th grade students were in favor of wearing school uniforms? 0.192 0.413 0.429 0.571
940	KY		8				0	Sharla's batting average in softball is 0.5833333. Which fraction represents Sharla's batting average?	5 / 8	5 / 9	7 / 11	7 / 12		Sharla's batting average in softball is 0.5833333. Which fraction represents Sharla's batting average?  5 / 8  5 / 9  7 / 11  7 / 12
991	LA	2018.0	8		8.NS.A.1		0	Which decimal is the equivalent of    6/11   ?	0.1833333333	0.1838383838	0.5444444444	0.5454545455		Which decimal is the equivalent of    6/11   ? 0.1833333333 0.1838383838383 0.544444444444444 0.545454545454
992	LA	2018.0	8		8.EE.C.8a		0	A system of two linear equations is graphed on a coordinate plane. If the system of equations has infinitely many solutions, which statement must be true?	On the graph, there are no points (x, y) that satisfy both equations.	On the graph, there is exactly one point (x, y) that satisfies both the equations.	On the graph, any point (x, y) that satisfies one of the equations cannot satisfy the other equation.	On the graph, any point (x, y) that satisfies one of the equations must also satisfy the other equation.		A system of two linear equations is graphed on a coordinate plane. If the system of equations has infinitely many solutions, which statement must be true? On the graph, there are no points (x, y) that satisfy both equations. On the graph, there is exactly one point (x, y) that satisfies both the equations. On the graph, any point (x, y) that satisfies one of the equations cannot satisfy the other equation. On the graph, any point (x, y) that satisfies one of the equations must also satisfy the other equation.
993	LA	2018.0	8		8.EE.A.1		0	Which expression is equivalent to    2^ 3 /2^–5   ?	2^2	1/ 2^2	2^8	1/ 2^8		Which expression is equivalent to    2^ 3 /2^–5   ? 2^2 1/ 2^2 2^8 1/ 2^8
994	LA	2018.0	8		8.EE.A.4		0	Peter determined the area, in square miles, of a piece of land using his calculator. The result of his calculation is displayed on his calculator in scientific notation as 7.4e-4. Which statement is true of the area of the piece of land?	It is between 0.07 and 0.7 square mile.	It is between 0.007 and 0.07 square mile.	It is between 0.0007 and 0.007 square mile.	It is between 0.00007 and 0.0007 square mile.		Peter determined the area, in square miles, of a piece of land using his calculator. The result of his calculation is displayed on his calculator in scientific notation as 7.4e-4. Which statement is true of the area of the piece of land? It is between 0.07 and 0.7 square mile. It is between 0.007 and 0.07 square mile. It is between 0.0007 and 0.007 square mile. It is between 0.00007 and 0.0007 square mile.
995	LA	2018.0	8		7.EE.A.1		0	Martin is considering the expressions    1/2(7x + 48) and – (1/2x – 3)  +  4(x + 5). He wants to know if one expression is greater than the other for all values of x. Which statement about the relationship between the expressions is true?	The value of the expression    1/2(7x + 48) is always equal to the value of the expression  – (1/2x – 3)  +  4(x + 5).	The value of the expression 1/2(7x + 48) is always less than the value of the expression  – (1/2x – 3)  +  4(x + 5).	The value of the expression 1/2(7x + 48) is always greater than the value of the expression  – (1/2x – 3)  +  4(x + 5).	The value of the expression    1/2(7x + 48) is sometimes greater than and sometimes less than the value of the expression – (1/2x – 3)  +  4(x + 5).		Martin is considering the expressions    1/2(7x + 48) and – (1/2x – 3)  +  4(x + 5). He wants to know if one expression is greater than the other for all values of x. Which statement about the relationship between the expressions is true? The value of the expression    1/2(7x + 48) is always equal to the value of the expression  – (1/2x – 3)  +  4(x + 5). The value of the expression 1/2(7x + 48) is always less than the value of the expression  – (1/2x – 3)  +  4(x + 5). The value of the expression 1/2(7x + 48) is always greater than the value of the expression  – (1/2x – 3)  +  4(x + 5). The value of the expression    1/2(7x + 48) is sometimes greater than and sometimes less than the value of the expression – (1/2x – 3)  +  4(x + 5).
996	LA	2018.0	8		8.EE.C.7b		0	Filipo is building a rectangular sandbox for his younger brother. The length of the sandbox is 1 foot longer than twice the width of the sandbox. The perimeter of the sandbox is 29 feet. Which equation could be used to determine w, the width, in feet, of the sandbox?	w + w + 2 = 29	w + 2w + 1 = 29	2w + 2(w + 2) = 29	2w + 2(2w + 1) = 29		Filipo is building a rectangular sandbox for his younger brother. The length of the sandbox is 1 foot longer than twice the width of the sandbox. The perimeter of the sandbox is 29 feet. Which equation could be used to determine w, the width, in feet, of the sandbox?  w + w + 2 = 29 w + 2w + 1 = 29 2w + 2(w + 2) = 29 2w + 2(2w + 1) = 29
997	LA	2018.0	8		8.G.A.4		1	Which statement describes the transformation of Figure 2 into Figure 3?	reflection across the x-axis	reflection across the y-axis	translation 4 units to the right	translation 6 units to the right		Which statement describes the transformation of Figure 2 into Figure 3? reflection across the x-axis reflection across the y-axis translation 4 units to the right translation 6 units to the right
998	LA	2018.0	8		8.G.A.3		1	"Triangle PQR is shown on the coordinate plane. Triangle PQR is rotated 90° counterclockwise about the origin to form the image triangle P’Q’R’ (not shown). Then triangle P’Q’R’ is reflected across the x-axis to form triangle P""Q""R"" (not shown). What are the signs of the coordinates (x, y) of point P’?"	Both x and y are positive.	x is negative and y is positive.	Both x and y are negative.	x is positive and y is negative.		"Triangle PQR is shown on the coordinate plane. Triangle PQR is rotated 90° counterclockwise about the origin to form the image triangle P’Q’R’ (not shown). Then triangle P’Q’R’ is reflected across the x-axis to form triangle P""Q""R"" (not shown). What are the signs of the coordinates (x, y) of point P’? Both x and y are positive. x is negative and y is positive. Both x and y are negative. x is positive and y is negative. "
999	LA	2018.0	8		8.G.A.3		1	"What are the signs of the coordinates (x, y) of point Q""?"	Both x and y are positive.	x is negative and y is positive.	Both x and y are negative.	x is positive and y is negative.		"What are the signs of the coordinates (x, y) of point Q""? Both x and y are positive. x is negative and y is positive. Both x and y are negative. x is positive and y is negative. "
1000	LA	2018.0	8		8.G.A.1b		1	Polygon KLMN is the image of polygon PQRS after a 180° rotation. Which angle of polygon KLMN is congruent to <S?	<K	<L	<M	<N		Polygon KLMN is the image of polygon PQRS after a 180° rotation. Which angle of polygon KLMN is congruent to <S?  <K <L <M <N
1001	LA	2018.0	8		8.G.A.4		1	On the coordinate plane shown, Figure 1 is transformed into Figure 2, which is transformed into Figure 3. Figure 1 and Figure 3 are similar by a sequence of transformations. What type of transformation was used to transform Figure 1 into Figure 2?	dilation	reflection	rotation	translation		On the coordinate plane shown, Figure 1 is transformed into Figure 2, which is transformed into Figure 3. Figure 1 and Figure 3 are similar by a sequence of transformations. What type of transformation was used to transform Figure 1 into Figure 2? dilation reflection rotation translation
1002	LA	2018.0	8		8.F.A.2		1	The graph of Function 1 is shown on the coordinate plane. The equations of three other functions are given. Which function or functions have a slope equal to the slope of Function 1?	Function 2 only	Function 4 only	Function 2 and Function 3 only	Function 2 and Function 4 only		The graph of Function 1 is shown on the coordinate plane. The equations of three other functions are given. Which function or functions have a slope equal to the slope of Function 1? Function 2 only Function 4 only Function 2 and Function 3 only Function 2 and Function 4 only
1003	LA	2018.0	8		8.F.B.4		1	A tank of water was drained at a constant rate. The table shows the number of gallons of water left in the tank after being drained for two amounts of time. What is the rate at which the water was drained from the tank?	6 gallons of water per minute	11 gallons of water per minute	45 gallons of water per minute	120 gallons of water per minute		A tank of water was drained at a constant rate. The table shows the number of gallons of water left in the tank after being drained for two amounts of time. What is the rate at which the water was drained from the tank? 6 gallons of water per minute 11 gallons of water per minute 45 gallons of water per minute 120 gallons of water per minute
1004	LA	2018.0	8		8.F.B.4		1	What was the total amount of water in the tank before it was drained?	450 gallons	510 gallons	560 gallons	570 gallons		What was the total amount of water in the tank before it was drained? 450 gallons 510 gallons 560 gallons 570 gallons
1005	LA	2018.0	8		8.SP.A.4		1	A survey of 7th and 8th grade students asked whether they were in favor of or against school uniforms. The two-way table shows the results. To the nearest tenth of a percent, what percent of the 7th grade students were in favor of wearing school uniforms?	0.192	0.413	0.429	0.571		A survey of 7th and 8th grade students asked whether they were in favor of or against school uniforms. The two-way table shows the results. To the nearest tenth of a percent, what percent of the 7th grade students were in favor of wearing school uniforms? 0.192 0.413 0.429 0.571
1075	MA	2015.0	8	Expressions and Equations	EE.8	0.72	0	A store sells white scarves and red scarves. •  A white scarf costs $3. •  A red scarf costs $5. On Monday, the store sold 12 scarves for a total of $50. What is the total number of red scarves that the store sold on Monday?	4	5	6	7		A store sells white scarves and red scarves. •  A white scarf costs $3. •  A red scarf costs $5. On Monday, the store sold 12 scarves for a total of $50. What is the total number of red scarves that the store sold on Monday? 4 5 6 7
1076	MA	2015.0	8	The Number System	NS.1	0.67	0	Which of the following numbers is irrational?	-5	2 / 3	√ 7	√ 9		Which of the following numbers is irrational? -5  2 / 3 √ 7 √ 9
1077	MA	2015.0	8	Expressions and Equations	EE.3	0.54	0	A tree in Oakland has a mass of approximately 3 x 10^6 kilograms. A tree in Mapleville has a mass of approximately 6 x 10^4  kilograms. The mass of the tree in Oakland is about how many times the mass of the tree in Mapleville?	20	50	200	500		A tree in Oakland has a mass of approximately 3 x 10^6 kilograms. A tree in Mapleville has a mass of approximately 6 x 10^4  kilograms. The mass of the tree in Oakland is about how many times the mass of the tree in Mapleville? 20 50 200 500
1078	MA	2015.0	8	Geometry	G.9	0.63	0	The formula for the volume of a cone is shown in the box below. V = πr^2h / 3 In the formula, r is the radius of the base of the cone and h is the height of the cone. Which of the following is closest to the volume of a cone that has a height of 3.5 inches and a base with a diameter of 1.5 inches? (Use 3.14 for π.)	2 cubic inches	5 cubic inches	6 cubic inches	8 cubic inches		The formula for the volume of a cone is shown in the box below. V = πr^2h / 3 In the formula, r is the radius of the base of the cone and h is the height of the cone. Which of the following is closest to the volume of a cone that has a height of 3.5 inches and a base with a diameter of 1.5 inches? (Use 3.14 for π.) 2 cubic inches 5 cubic inches  6 cubic inches  8 cubic inches
1079	MA	2015.0	8	Functions	F. 2	0.49	1	Richard wants to purchase one large pizza and some soft drinks for a club meeting. He compares the prices at two restaurants. Each soft drink at the first restaurant has the same price. The table below shows y, the total price of one large pizza and x soft drinks at the first restaurant. At the second restaurant, the total price, y, of one large pizza and x soft drinks can be represented by the equation below. y = 1.5x + 18 Which of the following statements is true?	The price of one large pizza is more at the second restaurant than at the first restaurant.	The price of one large pizza is more at the first restaurant than at the second restaurant.	The price of one soft drink is more at the second restaurant than at the first restaurant.	The price of one soft drink is more at the first restaurant than at the second restaurant.		Richard wants to purchase one large pizza and some soft drinks for a club meeting. He compares the prices at two restaurants. Each soft drink at the first restaurant has the same price. The table below shows y, the total price of one large pizza and x soft drinks at the first restaurant. At the second restaurant, the total price, y, of one large pizza and x soft drinks can be represented by the equation below. y = 1.5x + 18 Which of the following statements is true? The price of one large pizza is more at the second restaurant than at the first restaurant.   The price of one large pizza is more at the first restaurant than at the second restaurant. The price of one soft drink is more at the second restaurant than at the first restaurant. The price of one soft drink is more at the first restaurant than at the second restaurant.
1080	MA	2015.0	8	The Number System	NS.2	0.77	1	Points K, L, M, and N are shown on the number line below. Which point on the number line best approximates the location of -2 √ 3?	point K	point L	point M	point N		Points K, L, M, and N are shown on the number line below. Which point on the number line best approximates the location of -2 √ 3? point K point L point M point N
1081	MA	2015.0	8	Geometry	G.1	0.85	1	Quadrilateral RSTU is shown on the coordinate grid below. The quadrilateral will be reflected over the y-axis. What will be the length, in units, of the image of TU after the reflection?	2	3	5	6		Quadrilateral RSTU is shown on the coordinate grid below. The quadrilateral will be reflected over the y-axis. What will be the length, in units, of the image of TU after the reflection? 2 3 5 6
1082	MA	2015.0	8	Geometry	G.7	0.75	1	Dustin made a flag in the shape of a triangle, with the dimensions shown below. Which of the following is closest to the value of x?	9.5	10.4	11.5	13		Dustin made a flag in the shape of a triangle, with the dimensions shown below. Which of the following is closest to the value of x? 9.5 10.4 11.5 13
1083	MA	2015.0	8	Geometry	G.5	0.64	1	The diagram below shows  PQR, where <QRS is an exterior angle. Based on the given angle measures, what is the measure of <QRS?	57°	66°	114°	118°		The diagram below shows  PQR, where <QRS is an exterior angle. Based on the given angle measures, what is the measure of <QRS? 57° 66°  114° 118°
1084	MA	2015.0	8	Functions	F. 5	0.41	1	A function is graphed on the coordinate grid below. Which of the following statements best describes the function?	As the value of x increases, the value of y increases for all values of x.	As the value of x increases, the value of y decreases for all values of x.	As the value of x increases, the value of y increases for positive values of x only.	As the value of x increases, the value of y decreases for positive values of x only.		A function is graphed on the coordinate grid below. Which of the following statements best describes the function? As the value of x increases, the value of y increases for all values of x. As the value of x increases, the value of y decreases for all values of x. As the value of x increases, the value of y increases for positive values of x only. As the value of x increases, the value of y decreases for positive values of x only.
1085	MA	2015.0	8	Functions	F. 4	0.73	1	The graph below shows the number of calories Benjamin will burn over time while walking at a constant rate. Based on the graph, what is the number of calories Benjamin will burn after walking at a constant rate for 42 minutes?	132	162	168	210		The graph below shows the number of calories Benjamin will burn over time while walking at a constant rate. Based on the graph, what is the number of calories Benjamin will burn after walking at a constant rate for 42 minutes? 132 162 168 210
1086	MA	2015.0	8	Expressions and Equations	EE.5	0.69	1	Julia and Tom each have a fruit stand. The information in the boxes below can be used to determine the costs, in dollars, of cherries at the two fruit stands. Julia's Fruit Stand y = 4.5x, where y equals the total cost, in dollars, of x pounds of cherries Based on the information, which of the following statements best compares the costs of cherries at the two fruit stands?	Cherries cost $1.50 more per pound at Julia’s Fruit Stand than at Tom’s Fruit Stand.	Cherries cost $2.50 more per pound at Julia’s Fruit Stand than at Tom’s Fruit Stand.	Cherries cost $1.50 more per pound at Tom’s Fruit Stand than at Julia’s Fruit Stand.	Cherries cost $2.50 more per pound at Tom’s Fruit Stand than at Julia’s Fruit Stand.		Julia and Tom each have a fruit stand. The information in the boxes below can be used to determine the costs, in dollars, of cherries at the two fruit stands. Julia's Fruit Stand y = 4.5x, where y equals the total cost, in dollars, of x pounds of cherries Based on the information, which of the following statements best compares the costs of cherries at the two fruit stands? Cherries cost $1.50 more per pound at Julia’s Fruit Stand than at Tom’s Fruit Stand. Cherries cost $2.50 more per pound at Julia’s Fruit Stand than at Tom’s Fruit Stand. Cherries cost $1.50 more per pound at Tom’s Fruit Stand than at Julia’s Fruit Stand.  Cherries cost $2.50 more per pound at Tom’s Fruit Stand than at Julia’s Fruit Stand.
1087	MA	2015.0	8	Functions	F. 2	0.52	1	The students at a middle school want to hire a DJ for an end-of-the-year dance. The information below can be used to find the total cost of hiring a DJ at each of four different companies. Cool Beats $300 plus an additional $35 per hour Rock-N-Sounds c = 45h + 250, The cost of hiring a DJ is represented by the equation where c is the total cost, in dollars, and h is the number of hours the DJ works. Which company’s cost has the greatest rate of change?	Awesome Entertainers	Cool Beats	Turntable Tunes	Rock-N-Sounds		The students at a middle school want to hire a DJ for an end-of-the-year dance. The information below can be used to find the total cost of hiring a DJ at each of four different companies. Cool Beats $300 plus an additional $35 per hour Rock-N-Sounds c = 45h + 250, The cost of hiring a DJ is represented by the equation where c is the total cost, in dollars, and h is the number of hours the DJ works. Which company’s cost has the greatest rate of change? Awesome Entertainers Cool Beats Turntable Tunes Rock-N-Sounds
1159	MA	2016.0	8	Expressions and Equations	EE.2	0.7	0	What is the value of the expression below? 8 - 3(√16)	-40	-4	2	20		What is the value of the expression below? 8 - 3(√16) -40 -4 2 20
1160	MA	2016.0	8	Expressions and Equations	EE.4	0.49	0	During the first year of operation, a company produced 8.4 x 10^9 reams of paper. During the second year, the company produced 5.6 times the number of reams of paper that it produced during the first year. Which expression represents the number of reams of paper the company produced during the second year?	1.5 x 10^9	1.5 x 10^10	4.704 x 10^9	4.704 x 10^10		During the first year of operation, a company produced 8.4 x 10^9 reams of paper. During the second year, the company produced 5.6 times the number of reams of paper that it produced during the first year. Which expression represents the number of reams of paper the company produced during the second year? 1.5 x 10^9 1.5 x 10^10 4.704 x 10^9 4.704 x 10^10
1161	MA	2016.0	8	Expressions and Equations	EE.8	0.68	0	What are the solutions to the system of equations below? 3y = x -2                  y = -2x + 4	x = 0; y = 2	x = 1; y = -2	x = 2; y = 0	x = -2; y = 4		What are the solutions to the system of equations below? 3y = x -2                  y = -2x + 4 x = 0; y = 2 x = 1; y = -2 x = 2; y = 0 x = -2; y = 4
1162	MA	2016.0	8	Expressions and Equations	EE.7	0.61	0	An equation is incorrectly solved below. Equation: 2x 3 = - 4 Step 1: 2x + 3 - 3 = -4 - 3 Step 2: 2x = -1 Step 3: 2x/ 2 = -1/2 Step 4: x =  -1/2 What is the first step that shows an error in the solution to the equation?	Step 1	Step 2	Step 3	Step 4		An equation is incorrectly solved below. Equation: 2x 3 = - 4 Step 1: 2x + 3 - 3 = -4 - 3 Step 2: 2x = -1 Step 3: 2x/ 2 = -1/2 Step 4: x =  -1/2 What is the first step that shows an error in the solution to the equation? Step 1 Step 2 Step 3 Step 4
1163	MA	2016.0	8	Expressions and Equations	EE.3	0.77	0	Which of the following is closest to 0.0432?	4 x 10^-2	4 x 10^-1	4 x 10^1	4 x 10^2		Which of the following is closest to 0.0432? 4 x 10^-2 4 x 10^-1 4 x 10^1 4 x 10^2
1164	MA	2016.0	8	Functions	F. 4	0.84	0	What is the slope of the line represented by the equation below? y = 1/3x + 4	1 / 4	1 / 3	3	4		What is the slope of the line represented by the equation below? y = 1/3x + 4  1 / 4  1 / 3 3 4
1165	MA	2016.0	8	Geometry	G.9	0.78	0	A jar of peanut butter is in the shape of a cylinder. The jar has an inside radius of 4 centimeters. It is filled with peanut butter to an inside height of 12 centimeters. What is the total number of cubic centimeters of peanut butter in the jar? (Use 3.14 for π.)	241.15 cubic centimeters	301.44 cubic centimeters	401.92 cubic centimeters	602.88 cubic centimeters		A jar of peanut butter is in the shape of a cylinder. The jar has an inside radius of 4 centimeters. It is filled with peanut butter to an inside height of 12 centimeters. What is the total number of cubic centimeters of peanut butter in the jar? (Use 3.14 for π.) 241.15 cubic centimeters 301.44 cubic centimeters 401.92 cubic centimeters 602.88 cubic centimeters
1166	MA	2016.0	8	Expressions and Equations	EE.6	0.75	1	The graph below shows a relationship between x and y. Which of the following equations best represents this relationship?	y = 2x	y = x + 2	y = 1/2x + 2	y = 2x + 1/2		The graph below shows a relationship between x and y. Which of the following equations best represents this relationship? y = 2x y = x + 2 y = 1/2x + 2 y = 2x + 1/2
1167	MA	2016.0	8	Geometry	G.3	0.59	1	Quadrilateral JKLM is shown on the coordinate grid below. Quadrilateral JKLM will be reflected over the x-axis to create its image, quadrilateral J'K'L'M'. What will be the x-coordinate of vertex K' ?	-8	-7	7	8		Quadrilateral JKLM is shown on the coordinate grid below. Quadrilateral JKLM will be reflected over the x-axis to create its image, quadrilateral J'K'L'M'. What will be the x-coordinate of vertex K' ? -8 -7 7 8
1168	MA	2016.0	8	Expressions and Equations	EE.5	0.75	1	Line p and line q are shown on the coordinate grid below. Which of the following statements best describes the lines?	Line p has the same slope as line q.	Line p has a greater slope than line q.	The y-intercept of line p is greater than the y-intercept of line q.	The x-intercept of line q is greater than the x-intercept of line p.		Line p and line q are shown on the coordinate grid below. Which of the following statements best describes the lines? Line p has the same slope as line q. Line p has a greater slope than line q. The y-intercept of line p is greater than the y-intercept of line q. The x-intercept of line q is greater than the x-intercept of line p.
1169	MA	2016.0	8	Geometry	G.5	0.83	1	Lines m, n, and l are parallel. Line w intersects each line, as shown in the diagram below. Based on the angle measures in the diagram, what is the value of x ?	20	30	60	120		Lines m, n, and l are parallel. Line w intersects each line, as shown in the diagram below. Based on the angle measures in the diagram, what is the value of x ? 20 30 60 120
1170	MA	2016.0	8	Geometry	G.1	0.63	1	Quadrilateral EFGH is rotated 90° clockwise about the origin to create quadrilateral JKLM. Both quadrilaterals are shown on the coordinate plane below. What is the measure of J ?	82°	88°	94°	96°		Quadrilateral EFGH is rotated 90° clockwise about the origin to create quadrilateral JKLM. Both quadrilaterals are shown on the coordinate plane below. What is the measure of J ? 82° 88° 94° 96°
1171	MA	2016.0	8	Geometry	G.8	0.47	1	Line segment ST is shown on the coordinate grid below. What is the length, in units, of ST ?	7	8	10	14		Line segment ST is shown on the coordinate grid below. What is the length, in units, of ST ? 7 8 10 14
1172	MA	2016.0	8	Geometry	G.2	0.77	1	Figures Q and R are shown on the coordinate grid below. Which of the following transformations, when performed on Figure Q, will result in Figure R?	a translation of 7 units to the right	a rotation of 90° clockwise about the origin	a rotation of 270° counterclockwise about the origin	a reflection over the y-axis followed by a translation of 1 unit to the right		Figures Q and R are shown on the coordinate grid below. Which of the following transformations, when performed on Figure Q, will result in Figure R? a translation of 7 units to the right a rotation of 90° clockwise about the origin a rotation of 270° counterclockwise about the origin a reflection over the y-axis followed by a translation of 1 unit to the right
1173	MA	2016.0	8	Functions	F. 5	0.53	1	Mia paddled her canoe from the shore of a lake to an island. She stopped on the island to eat lunch, and then paddled her canoe back to the shore. The graph below shows Mia’s distance, in kilometers, from the shore over time. Based on the graph, which of the following statements is true?	Mia paddled a total distance of 3 kilometers.	Mia paddled for a total of 100 minutes.	Mia paddled faster on the way to the island than on the way back to the shore.	Mia paddled faster on the way back to the shore than on the way to the island.		Mia paddled her canoe from the shore of a lake to an island. She stopped on the island to eat lunch, and then paddled her canoe back to the shore. The graph below shows Mia’s distance, in kilometers, from the shore over time. Based on the graph, which of the following statements is true? Mia paddled a total distance of 3 kilometers. Mia paddled for a total of 100 minutes. Mia paddled faster on the way to the island than on the way back to the shore. Mia paddled faster on the way back to the shore than on the way to the island.
1174	MA	2016.0	8	Geometry	G.4	0.63	1	A 9-foot flagpole cast a shadow 6 feet long, and at the same time, a nearby tree cast a shadow 14 feet long, as shown below. What is x, the height of the tree?	7 feet	14 feet	17 feet	21 feet		A 9-foot flagpole cast a shadow 6 feet long, and at the same time, a nearby tree cast a shadow 14 feet long, as shown below. What is x, the height of the tree?  7 feet 14 feet 17 feet 21 feet
1187	MA	2017.0	8	The Number System	8.NS.1.01	0.29	0	Which of the following is an irrational number?	7.123412341	7.9253481	2/√ 9	√2 / 9		Which of the following is an irrational number? 7.123412341234 7.9253481 2/√ 9 √2 / 9
1188	MA	2017.0	8	Statistics and Probability	8.SP.1.04	0.59	1	A researcher surveyed 500 people and asked these two questions: • Are you left-handed or right-handed? • Do you prefer scary movies or comedies? This table shows the results of the survey.  Based on the results of the survey, what is the relative frequency of left-handed people who prefer comedies to all people who prefer comedies?	35/500	35/305	35/270	35/50		A researcher surveyed 500 people and asked these two questions: • Are you left-handed or right-handed? • Do you prefer scary movies or comedies? This table shows the results of the survey.  Based on the results of the survey, what is the relative frequency of left-handed people who prefer comedies to all people who prefer comedies? 35/500 35/305 35/270 35/50
1189	MA	2017.0	8	Geometry	8.G.2.07	0.77	1	In a park, the locations of a drinking fountain, a streetlight, and a flagpole form a right triangle. The drinking fountain is 12 yards north of the streetlight, and the flagpole is 5 yards east of the drinking fountain, as shown in this diagram. What is the shortest distance from the streetlight to the flagpole?	7 yards	11 yards	13 yards	17 yards		In a park, the locations of a drinking fountain, a streetlight, and a flagpole form a right triangle. The drinking fountain is 12 yards north of the streetlight, and the flagpole is 5 yards east of the drinking fountain, as shown in this diagram. What is the shortest distance from the streetlight to the flagpole? 7 yards 11 yards 13 yards 17 yards
1245	MA	2018.0	8	Expressions and Equations	8.EE.A.04	0.68	0	What is 2.03 × 10^11 written in standard notation?	20300000000	203000000000	2030000000000	20300000000000		What is 2.03 × 10^11 written in standard notation? 20300000000 203000000000 2030000000000 20300000000000
1246	MA	2018.0	8	The Number System	8.NS.A.01	0.38	0	Which of the following is an irrational number?	√0	√3	1.363636364	-0.19		Which of the following is an irrational number?  √0 √3 1.36363636363636 -0.19
1247	MA	2018.0	8	Expressions and Equations	8.EE.C.07	0.44	0	Which pair of steps can be used to completely solve this equation? 4x − 5 = 17	Add 5 to both sides. Then divide both sides by 4.	Divide both sides by 4. Then add 5 to both sides.	Subtract 5 from both sides. Then multiply both sides by 4.	Multiply both sides by 4. Then subtract 5 from both sides.		Which pair of steps can be used to completely solve this equation? 4x − 5 = 17 Add 5 to both sides. Then divide both sides by 4. Divide both sides by 4. Then add 5 to both sides. Subtract 5 from both sides. Then multiply both sides by 4. Multiply both sides by 4. Then subtract 5 from both sides.
1248	MA	2018.0	8	Expressions and Equations	8.EE.A.01	0.44	0	Which of the following is equivalent to this expression? 7^2 • 7^−4	1/7^6	1/7^2	-7^2	7^-8		Which of the following is equivalent to this expression? 7^2 • 7^−4 1/7^6 1/7^2 -7^2 7^-8
1249	MA	2018.0	8	Functions	8.F.A.01	0.61	1	This table represents a linear relationship between x and y. Based on the linear relationship in this table, what is the value of y when x is 4?	1	2	3	4		This table represents a linear relationship between x and y. Based on the linear relationship in this table, what is the value of y when x is 4? 1 2 3 4
1250	MA	2018.0	8	Geometry	8.G.C.09	0.62	1	This diagram shows a cylinder that has a radius of 3 inches and a height of 5 inches. What is the volume, in cubic inches, of the cylinder?	15π	30π	45π	60π		This diagram shows a cylinder that has a radius of 3 inches and a height of 5 inches. What is the volume, in cubic inches, of the cylinder? 15π 30π  45π 60π
1251	MA	2018.0	8	Geometry	8.G.A.05	0.7	1	Triangle XYZ and some of its measurements are shown. Triangle MNO, not shown, is similar to triangle XYZ. What is the measure, in degrees, of ∠N?	30°	45°	60°	90°		Triangle XYZ and some of its measurements are shown. Triangle MNO, not shown, is similar to triangle XYZ. What is the measure, in degrees, of ∠N? 30° 45°  60° 90°
1252	MA	2018.0	8	Geometry	8.G.A.03	0.33	1	Triangle JKL is shown on this coordinate plane. Triangle JKL will be translated 2 units up and 5 units to the right. What will be the coordinates of the image of point K after the translation?	(-1, 4)	(1, 2)	(2, 1)	(4, -1)		Triangle JKL is shown on this coordinate plane. Triangle JKL will be translated 2 units up and 5 units to the right. What will be the coordinates of the image of point K after the translation? (-1, 4) (1, 2) (2, 1) (4, -1)
1306	MA	2019.0	8	Expressions and Equations	8.EE.A.1	0.63	0	This expression represents the number of bacteria in a petri dish. 5(2^3)^2 What is the number of bacteria in the petri dish?	60	160	320	800		This expression represents the number of bacteria in a petri dish. 5(2^3)^2 What is the number of bacteria in the petri dish?  60 160 320 800
1307	MA	2019.0	8	Expressions and Equations	8.EE.C.7	0.47	0	What value of w makes this equation true? 2/3 (w + 3) = 7	3 1/3	4	6	7 1/2		What value of w makes this equation true? 2/3 (w + 3) = 7 3 1/3 4 6 7 1/2
1308	MA	2019.0	8	The Number System	8.NS.A.2	0.6	0	Between which pair of numbers on a number line does √6 lie?	2.3 and 2.5	2.5 and 2.7	2.7 and 2.9	2.9 and 3.1		Between which pair of numbers on a number line does √6 lie? 2.3 and 2.5 2.5 and 2.7  2.7 and 2.9 2.9 and 3.1
1309	MA	2019.0	8	Expressions and Equations	8.EE.A.3	0.44	0	The speed of light in cold air is approximately 3 × 10^8 meters per second. The speed of sound in cold air is approximately 3 × 10^2 meters per second. The speed of light in cold air is how many times the speed of sound in cold air?	1 x 10^4	3 x 10^4	1 x 10^6	3 x 10^6		The speed of light in cold air is approximately 3 × 10^8 meters per second. The speed of sound in cold air is approximately 3 × 10^2 meters per second. The speed of light in cold air is how many times the speed of sound in cold air? 1 x 10^4 3 x 10^4 1 x 10^6 3 x 10^6
1310	MA	2019.0	8	Expressions and Equations	8.EE.C.7	0.7	0	A fruit stand sells apples, oranges, and bananas. The cost of 1 apple is $0.50, and the cost of 1 orange is $0.60. • Ronald bought 4 apples and 1 banana. • Madison bought 2 oranges and 3 bananas. • The total cost of the fruit Ronald bought was the same as the total cost of the fruit Madison bought. What is the cost of 1 banana at the fruit stand?	0.2	0.4	0.55	0.8		A fruit stand sells apples, oranges, and bananas. The cost of 1 apple is $0.50, and the cost of 1 orange is $0.60. • Ronald bought 4 apples and 1 banana. • Madison bought 2 oranges and 3 bananas. • The total cost of the fruit Ronald bought was the same as the total cost of the fruit Madison bought. What is the cost of 1 banana at the fruit stand?  0.2 0.4 0.55 0.8
