	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
936	KY		5				0	Which word cannot be used to classify a square?	Cube	Polygon	Rhombus	Parallelogran		Which word cannot be used to classify a square? Cube Polygon Rhombus Parallelogran
937	KY		5				1	Connie designs a swimming pool with the dimensions in feet (ft) as shown. The pool will be 4 ft deep/ How much water, in cubic feet, will be needed to completely fill the pool?	320	432	1280	1536		Connie designs a swimming pool with the dimensions in feet (ft) as shown. The pool will be 4 ft deep/ How much water, in cubic feet, will be needed to completely fill the pool? 320 432 1280 1536
959	LA	2018.0	5		5.NF.A.2a		0	Stan’s lawn mower had 1/8 of a gallon of gasoline in the tank. Stan started mowing and used all of the gasoline. He put 6/10 of a gallon of gasoline in the tank. After he mowed, 1/4 of a gallon was left in the tank. What was the total amount of gasoline Stan used?	14/40 gallon	19/40 gallon	34/40 gallon	39/40 gallon		Stan’s lawn mower had 1/8 of a gallon of gasoline in the tank. Stan started mowing and used all of the gasoline. He put 6/10 of a gallon of gasoline in the tank. After he mowed, 1/4 of a gallon was left in the tank. What was the total amount of gasoline Stan used? 14/40 gallon 19/40 gallon 34/40 gallon 39/40 gallon
960	LA	2018.0	5		5.NF.B.4b		0	Kurt drew a rectangular maze with a length of 3/4 foot and a width of 5/12 foot. What is the area, in square feet, of Kurt’s maze?	15 / 48	8 / 16	20 / 36	15 / 16		Kurt drew a rectangular maze with a length of 3/4 foot and a width of 5/12 foot. What is the area, in square feet, of Kurt’s maze?  15 / 48  8 / 16  20 / 36  15 / 16
961	LA	2018.0	5		5.NF.A.1		0	Which equation shows how to use equivalent fractions to evaluate  7/6 -  4/5 ?	7/6 - 4/5 = 7/11 - 4/11	7/6 - 4/5 = 35/11 - 24/11	7/6 - 4/5 = 7/30 - 4/30	7/6 - 4/5 = 35/30 - 24/30		Which equation shows how to use equivalent fractions to evaluate  7/6 -  4/5 ? 7/6 - 4/5 = 7/11 - 4/11 7/6 - 4/5 = 35/11 - 24/11 7/6 - 4/5 = 7/30 - 4/30 7/6 - 4/5 = 35/30 - 24/30
962	LA	2018.0	5		5.NF.A.1		0	Solve. 3/4 + 4/5 – 7/10 =	7 / 20	14 / 20	17 / 20	21 / 20		Solve. 3/4 + 4/5 – 7/10 =  7 / 20  14 / 20  17 / 20  21 / 20
963	LA	2018.0	5		5.NF.A		0	Diana works at a clothing store. She sold 1/5 of the total number of green shirts on Monday and 3/12 of the total number of green shirts on Tuesday. What fraction of green shirts did Diana sell on Monday and Tuesday?	8 / 13	4 / 17	5 / 36	27 / 60		Diana works at a clothing store. She sold 1/5 of the total number of green shirts on Monday and 3/12 of the total number of green shirts on Tuesday. What fraction of green shirts did Diana sell on Monday and Tuesday?  8 / 13  4 / 17  5 / 36  27 / 60
964	LA	2018.0	5		5.NF.A		0	Diana sold 2/15 of the total number of green shirts on Wednesday. What is the difference in the fraction of the total number of green shirts that were sold on Tuesday and Wednesday?	7 / 60	5 / 27	1 / 3	1 / 12		Diana sold 2/15 of the total number of green shirts on Wednesday. What is the difference in the fraction of the total number of green shirts that were sold on Tuesday and Wednesday?  7 / 60  5 / 27  1 / 3  1 / 12
965	LA	2018.0	5		5.NF.B.3		0	Emma has a board that is 5 feet long. She cuts the board into 6 equal pieces. Which equation shows how to find the length, in feet, of each piece of the board?	5 × 6 = 30	6 – 5 = 1	6 ÷ 5 = 1 1/5	5 ÷ 6 =  5/6		Emma has a board that is 5 feet long. She cuts the board into 6 equal pieces. Which equation shows how to find the length, in feet, of each piece of the board? 5 × 6 = 30 6 – 5 = 1 6 ÷ 5 = 1 1/5 5 ÷ 6 =  5/6
966	LA	2018.0	5	Number and Operations - Fractions	5.NF.B.4		0	Solve. 5/6 × 9/10 =	14 / 16	15 / 30	45 / 60	50 / 54		Solve. 5/6 × 9/10 =  14 / 16  15 / 30  45 / 60  50 / 54
967	LA	2018.0	5		5.NF.B.6		0	Jen makes a rectangular banner. It is 3/4 yard long and 1/4 yard wide. What is the area, in square yards, of the banner?	3 / 16	3 / 8	1	3		Jen makes a rectangular banner. It is 3/4 yard long and 1/4 yard wide. What is the area, in square yards, of the banner?  3 / 16  3 / 8  1 3
968	LA	2018.0	5		5.NF.B.3		0	Which expression is equal to 7/8?	8 - 7	7 x 8	8 ÷ 7	7 ÷ 8		Which expression is equal to 7/8? 8 - 7 7 x 8  8 ÷ 7 7 ÷ 8
969	LA	2018.0	5		5.NBT.A.1		0	Which statement correctly compares two values?	The value of the 6 in 26.495 is 1/10 the value of the 6 in 17.64.	The value of the 6 in 26.495 is 10 times the value of the 6 in 17.64.	The value of the 6 in 26.495 is 1/100 the value of the 6 in 17.64.	The value of the 6 in 26.495 is 100 times the value of the 6 in 17.64.		Which statement correctly compares two values? The value of the 6 in 26.495 is 1/10 the value of the 6 in 17.64. The value of the 6 in 26.495 is 10 times the value of the 6 in 17.64. The value of the 6 in 26.495 is 1/100 the value of the 6 in 17.64. The value of the 6 in 26.495 is 100 times the value of the 6 in 17.64.
970	LA	2018.0	5	Number and Operations in Base Ten	5.NBT.B.7		1	Find the sum of 0.48 and 0.6. You may use the models shown to help find the sum.	0.42	0.54	1.08	1.8		Find the sum of 0.48 and 0.6. You may use the models shown to help find the sum. 0.42 0.54 1.08 1.8
971	LA	2018.0	5		5.MD.B.2		1	Elijah ate trail mix nine different times. Each X on the line plot represents an amount How much total trail mix, in cups, did Elijah eat?	9 / 2	15 / 2	9 / 4	15 / 4		Elijah ate trail mix nine different times. Each X on the line plot represents an amount How much total trail mix, in cups, did Elijah eat?  9 / 2  15 / 2  9 / 4  15 / 4
972	LA	2018.0	5		5.G.A.1		1	A coordinate plane is shown. Which of these is a correct process for plotting the point (3, 6) on the coordinate plane?	Start at the origin. Move 3 units up the y-axis, and then move 6 units to the right. Plot the point there.	Start at the top of the y-axis. Move 3 units down the y-axis, and then move 6 units to the right. Plot the point there.	Start at the origin. Move 3 units to the right on the x-axis, and then move 6 units up. Plot the point there.	Start at the top of the y-axis. Move 3 units to the right, and then move 6 units down. Plot the point there.		A coordinate plane is shown. Which of these is a correct process for plotting the point (3, 6) on the coordinate plane? Start at the origin. Move 3 units up the y-axis, and then move 6 units to the right. Plot the point there. Start at the top of the y-axis. Move 3 units down the y-axis, and then move 6 units to the right. Plot the point there. Start at the origin. Move 3 units to the right on the x-axis, and then move 6 units up. Plot the point there. Start at the top of the y-axis. Move 3 units to the right, and then move 6 units down. Plot the point there.
1031	MA	2015.0	5	Number and Operations in Base Ten	NBT.3	0.78	0	Which of the following inequalities is true?	0.37 < 0.3	0.3 > 0.298	0.298 < 0.2	0.2 > 0.37		Which of the following inequalities is true? 0.37 < 0.3 0.3 > 0.298 0.298 < 0.2 0.2 > 0.37
1032	MA	2015.0	5	Number and Operations in Base Ten	NBT.6	0.57	0	Cement is shipped in bags. Each bag weighs 80 pounds. A construction worker needs 1,250 pounds of cement to complete a job. What is the total number of bags of cement that should be shipped for the construction worker to complete the job?	14	15	16	17		Cement is shipped in bags. Each bag weighs 80 pounds. A construction worker needs 1,250 pounds of cement to complete a job. What is the total number of bags of cement that should be shipped for the construction worker to complete the job? 14 15 16 17
1033	MA	2015.0	5	Number and Operations - Fractions	NF.7	0.64	0	Steve has 3 cups of peanuts. He splits the 3 cups of peanuts into 1/3-cup servings. What is the total number of 1/3-cup servings of peanuts Steve has?	1	3	6	9		Steve has 3 cups of peanuts. He splits the 3 cups of peanuts into 1/3-cup servings. What is the total number of 1/3-cup servings of peanuts Steve has? 1 3 6 9
1034	MA	2015.0	5	Geometry	G.3	0.67	0	Which of the following statements about quadrilaterals is not true?	Every square is also a rectangle.	Every trapezoid is also a rectangle.	Every rhombus is also a parallelogram.	Every rectangle is also a parallelogram.		Which of the following statements about quadrilaterals is not true? Every square is also a rectangle. Every trapezoid is also a rectangle. Every rhombus is also a parallelogram. Every rectangle is also a parallelogram.
1035	MA	2015.0	5	Number and Operations in Base Ten	NBT.4	0.76	0	A scale rounds the weights of objects to the nearest tenth of a pound. What is 53.864 pounds rounded to the nearest tenth of a pound?	53.8 pounds	53.9 pounds	53.86 pounds	53.87 pounds		A scale rounds the weights of objects to the nearest tenth of a pound. What is 53.864 pounds rounded to the nearest tenth of a pound? 53.8 pounds 53.9 pounds 53.86 pounds 53.87 pounds
1036	MA	2015.0	5	Measurement and Data	MD.1	0.33	0	Silvia filled a watering can with 3.48 liters of water. She used 40 milliliters to water her cactus plant and 150 milliliters to water her rose plant. What is the total amount of water remaining in the watering can?	158 milliliters	329 milliliters	1,580 milliliters	3,290 milliliters		Silvia filled a watering can with 3.48 liters of water. She used 40 milliliters to water her cactus plant and 150 milliliters to water her rose plant. What is the total amount of water remaining in the watering can? 158 milliliters 329 milliliters 1,580 milliliters  3,290 milliliters
1037	MA	2015.0	5	Number and Operations - Fractions	NF.2	0.8	0	Ms. Montano asked her students to solve the equation shown in the box below. 6/7 + 5/6 = n Which of the following is closest to the value of n?	1 / 4	3 / 4	1 1/2	5 1/2		Ms. Montano asked her students to solve the equation shown in the box below. 6/7 + 5/6 = n Which of the following is closest to the value of n?  1 / 4   3 / 4 1 1/2 5 1/2
1038	MA	2015.0	5	Geometry	G.1	0.79	0	The ordered pair (4, 7) gives the location of a point on the coordinate plane. What is the first step to take in locating the point?	Starting at the origin, move 4 units to the right.	Starting at the origin, move 4 units to the left.	Starting at the origin, move 4 units up.	Starting at the origin, move 4 units down.		The ordered pair (4, 7) gives the location of a point on the coordinate plane. What is the first step to take in locating the point? Starting at the origin, move 4 units to the right. Starting at the origin, move 4 units to the left. Starting at the origin, move 4 units up. Starting at the origin, move 4 units down.
1039	MA	2015.0	5	Number and Operations in Base Ten	NBT.2	0.62	0	Which of the following expressions has a product that contains 6 zeros?	6 x 10^4	8.3 x 10^5	2.4 x 10^6	41 x 10^6		Which of the following expressions has a product that contains 6 zeros? 6 x 10^4 8.3 x 10^5 2.4 x 10^6 41 x 10^6
1040	MA	2015.0	5	Number and Operations in Base Ten	NBT.7	0.75	0	Verndale had a total of 40.5 inches of rain this year. This year’s total was 2.62 inches greater than last year’s total. What was the total amount of rain that Verndale had last year?	1.43 inches	2.63 inches	37.88 inches	38.12 inches		Verndale had a total of 40.5 inches of rain this year. This year’s total was 2.62 inches greater than last year’s total. What was the total amount of rain that Verndale had last year? 1.43 inches 2.63 inches 37.88 inches 38.12 inches
1041	MA	2015.0	5	Measurement and Data	MD.5	0.92	1	A box in the shape of a rectangular prism has the dimensions shown below. What is the volume of the box?	36 cubic meters	60 cubic meters	72 cubic meters	84 cubic meters		A box in the shape of a rectangular prism has the dimensions shown below. What is the volume of the box? 36 cubic meters 60 cubic meters 72 cubic meters 84 cubic meters
1042	MA	2015.0	5	Measurement and Data	MD.5	0.81	1	A rectangular prism is shown below. •  The volume is 96 cubic centimeters. •  The height is 6 centimeters. •  The width is 2 centimeters. What is the length of the rectangular prism?	6 cm	8 cm	12 cm	32 cm		A rectangular prism is shown below. •  The volume is 96 cubic centimeters. •  The height is 6 centimeters. •  The width is 2 centimeters. What is the length of the rectangular prism? 6 cm 8 cm 12 cm 32 cm
1043	MA	2015.0	5	Number and Operations - Fractions	NF.4	0.81	1	The model below can be used to find the product of 2/3 x 1/4 . What is the product of 2/3 x 1/4?	2 / 9	3 / 9	2 / 12	9 / 12		The model below can be used to find the product of 2/3 x 1/4 . What is the product of 2/3 x 1/4?  2 / 9  3 / 9  2 / 12  9 / 12
1044	MA	2015.0	5	Measurement and Data	MD.2	0.64	1	Hunter is using different lengths of wire for a science project. The line plot below shows the length, in meters, of each wire he will use. Which of the following is the total length, in meters, of wire Hunter is using for the project?	1 / 2	5 / 8	1 3/8	1 7/8		Hunter is using different lengths of wire for a science project. The line plot below shows the length, in meters, of each wire he will use. Which of the following is the total length, in meters, of wire Hunter is using for the project?  1 / 2  5 / 8 1 3/8 1 7/8
1114	MA	2016.0	5	Number and Operations - Fractions	NF.3	0.72	0	A group of 5 campers used a total of 12 gallons of water on a camping trip. Each camper used the same amount of water. How many gallons of water did each camper use?	1 / 12	5 / 12	2 2/5	2 1/2		A group of 5 campers used a total of 12 gallons of water on a camping trip. Each camper used the same amount of water. How many gallons of water did each camper use?  1 / 12  5 / 12 2 2/5 2 1/2
1115	MA	2016.0	5	Number and Operations - Fractions	NF.1	0.63	0	The length of Eagle Trail is 6 3/5 miles. The length of Bear Trail is 2 7/10 miles. What is the difference in length between Eagle Trail and Bear Trail?	3 1/10 miles	3 9/10 miles	4 1/10 miles	4 4/5 miles		The length of Eagle Trail is 6 3/5 miles. The length of Bear Trail is 2 7/10 miles. What is the difference in length between Eagle Trail and Bear Trail? 3 1/10 miles 3 9/10 miles 4 1/10 miles 4 4/5 miles
1116	MA	2016.0	5	Operations and Algebraic Thinking	OA.2	0.77	0	A farmer has 20 bins of apples. Each bin has 25 red apples and 30 green apples. Which of the following expressions can be used to find the total number of apples in all the bins?	20 + (25 x 30)	20 x (25 + 30)	(20 + 25) x (20 + 30)	(20 x 25) x (20 x 30)		A farmer has 20 bins of apples. Each bin has 25 red apples and 30 green apples. Which of the following expressions can be used to find the total number of apples in all the bins? 20 + (25 x 30)  20 x (25 + 30) (20 + 25) x (20 + 30) (20 x 25) x (20 x 30)
1117	MA	2016.0	5	Number and Operations - Fractions	NF.5	0.61	0	Amal wrote the expression shown below. 5 x  4/3 Which of the following statements about the value of Amal’s expression is true?	The value is between 6 and 7.	The value is between 5 and 6.	The value is between 4 and 5.	The value is between 3 and 4.		Amal wrote the expression shown below. 5 x  4/3 Which of the following statements about the value of Amal’s expression is true? The value is between 6 and 7. The value is between 5 and 6.  The value is between 4 and 5. The value is between 3 and 4.
1118	MA	2016.0	5	Number and Operations - Fractions	NF.2	0.86	0	Jean needs 2 1/2 cups of flour to make sugar cookies and 3 1/4 cups of flour to make peanut butter cookies. What is the total number of cups of flour that Jean will need to make both kinds of cookies?	5 2/6	5 3/4	6 2/6	6 3/4		Jean needs 2 1/2 cups of flour to make sugar cookies and 3 1/4 cups of flour to make peanut butter cookies. What is the total number of cups of flour that Jean will need to make both kinds of cookies? 5 2/6 5 3/4 6 2/6 6 3/4
1119	MA	2016.0	5	Operations and Algebraic Thinking	OA.2	0.71	0	Eric divided the sum of 5 and 7 by 6. Which of the following is another way to express Eric’s calculations?	(7 x 6) / 5	5 / (7 x 6)	(7 + 5) / 6	6 / (7 +5)		Eric divided the sum of 5 and 7 by 6. Which of the following is another way to express Eric’s calculations? (7 x 6) / 5 5 / (7 x 6) (7 + 5) / 6 6 / (7 +5)
1120	MA	2016.0	5	Number and Operations - Fractions	NF.6	0.65	0	Jin had 60 stickers in her collection. She gave 3/5 of the stickers to her friend. How many stickers did Jin give to her friend?	12	20	36	40		Jin had 60 stickers in her collection. She gave 3/5 of the stickers to her friend. How many stickers did Jin give to her friend? 12 20 36 40
1121	MA	2016.0	5	Operations and Algebraic Thinking	OA.3	0.67	0	Julie uses 4 green beads and 6 blue beads in each bracelet she makes. What is the total number of green beads Julie will use when she uses 24 blue beads?	6	10	12	16		Julie uses 4 green beads and 6 blue beads in each bracelet she makes. What is the total number of green beads Julie will use when she uses 24 blue beads? 6 10 12 16
1122	MA	2016.0	5	Number and Operations in Base Ten	NBT.2	0.71	0	Which of the following expressions represents the number one million ?	10^8	10^7	10^6	10^5		Which of the following expressions represents the number one million ? 10^8 10^7 10^6 10^5
1123	MA	2016.0	5	Geometry	G.1	0.86	1	Points A, B, C, and D are shown on the coordinate grid below. What point represents the ordered pair (3, 4)?	point A	point B	point C	point D		Points A, B, C, and D are shown on the coordinate grid below. What point represents the ordered pair (3, 4)? point A point B point C point D
1124	MA	2016.0	5	Geometry	G.2	0.72	1	The graph below shows y, the total cost in dollars, for x tickets to a movie. Based on the information in the graph, what would be the total cost for 6 movie tickets?	24	40	48	64		The graph below shows y, the total cost in dollars, for x tickets to a movie. Based on the information in the graph, what would be the total cost for 6 movie tickets? 24 40 48 64
1125	MA	2016.0	5	Number and Operations in Base Ten	NBT.3	0.82	1	Four students ran in a race. The table below shows the time it took each student to finish the race. Which student took the least amount of time to finish the race?	Karla	Linda	Mary	Sofia		Four students ran in a race. The table below shows the time it took each student to finish the race. Which student took the least amount of time to finish the race? Karla Linda Mary Sofia
1126	MA	2016.0	5	Geometry	G.4	0.67	1	A diagram of a car window is shown below. Which two words best describe the shape of the car window?	rectangle, rhombus	trapezoid, rectangle	rhombus, quadrilateral	quadrilateral, trapezoid		A diagram of a car window is shown below. Which two words best describe the shape of the car window? rectangle, rhombus trapezoid, rectangle rhombus, quadrilateral quadrilateral, trapezoid
1127	MA	2016.0	5	Measurement and Data	MD.2	0.69	1	Josh measured the daily rainfall in his city for two weeks. He recorded the rainfall amounts to the nearest one-fourth inch on a line plot, as shown below. What is the total amount of rainfall Josh recorded for the two weeks?	2 1/2 inches	4 1/4 inches	8 inches	14 inches		Josh measured the daily rainfall in his city for two weeks. He recorded the rainfall amounts to the nearest one-fourth inch on a line plot, as shown below. What is the total amount of rainfall Josh recorded for the two weeks? 2 1/2 inches 4 1/4 inches 8 inches 14 inches
1128	MA	2016.0	5	Operations and Algebraic Thinking	OA.2	0.69	1	The expressions in the table below show the amount of money, in dollars, that Natalie and Drew each earned babysitting last week. Based on the expressions in the table, which of the following statements is true?	Drew earned $4 less than Natalie.	Natalie earned $8 more than Drew	Natalie earned 12 times as much as Drew.	Drew earned 4 times as much as Natalie.		The expressions in the table below show the amount of money, in dollars, that Natalie and Drew each earned babysitting last week. Based on the expressions in the table, which of the following statements is true? Drew earned $4 less than Natalie. Natalie earned $8 more than Drew Natalie earned 12 times as much as Drew.  Drew earned 4 times as much as Natalie.
1180	MA	2017.0	5	Operations and Algebraic Thinking	5.OA.1.02	0.64	0	At a café, the cost of a turkey sandwich is $1 less than twice the cost of a side salad. A side salad costs $3.50. Which of the following expressions can be used to find the cost, in dollars, of a turkey sandwich at the café?	3.50 x 2 -1	3.50 x 2 + 1	(3.50 - 1) x 2	(3.50 + 1)  x 2		At a café, the cost of a turkey sandwich is $1 less than twice the cost of a side salad. A side salad costs $3.50. Which of the following expressions can be used to find the cost, in dollars, of a turkey sandwich at the café? 3.50 x 2 -1 3.50 x 2 + 1 (3.50 - 1) x 2 (3.50 + 1)  x 2
1181	MA	2017.0	5	Geometry	5.G.1.01	0.72	1	Raul plotted point A, point B, point C, and point D on a grid, as shown. Which of Raul’s points is best represented by the ordered pair (3, 0)?	point A	point B	point C	point D		Raul plotted point A, point B, point C, and point D on a grid, as shown. Which of Raul’s points is best represented by the ordered pair (3, 0)? point A point B point C point D
1182	MA	2017.0	5	Measurement and Data	5.MD.2.02	0.55	1	A soccer coach bought eight soccer balls. This line plot shows the weight of each ball the coach bought. What is the total weight, in pounds, of all the soccer balls the coach bought?	2 5/8	4 1/2	6 7/8	7 5/8		A soccer coach bought eight soccer balls. This line plot shows the weight of each ball the coach bought. What is the total weight, in pounds, of all the soccer balls the coach bought? 2 5/8 4 1/2 6 7/8 7 5/8
1208	MA	2018.0	5	Number and Operations in Base Ten	5.NBT.A.03	0.44	0	Which of the following expressions is equivalent to this number? 3,620,075	(3 × 100,000) + (6 × 1,000) + (2 × 100) + (7 × 10) + (5 × 1)	(3 × 100,000) + (6 × 10,000) + (2 × 1,000) + (7 × 100) + (5 × 10)	(3 × 1,000,000) + (6 × 100,000) + (2 × 10,000) + (7 × 10) + (5 × 1)	(3 × 1,000,000) + (6 × 10,000) + (2 × 1,000) + (7 × 100) + (5 × 10)		Which of the following expressions is equivalent to this number? 3,620,075 (3 × 100,000) + (6 × 1,000) + (2 × 100) + (7 × 10) + (5 × 1) (3 × 100,000) + (6 × 10,000) + (2 × 1,000) + (7 × 100) + (5 × 10) (3 × 1,000,000) + (6 × 100,000) + (2 × 10,000) + (7 × 10) + (5 × 1) (3 × 1,000,000) + (6 × 10,000) + (2 × 1,000) + (7 × 100) + (5 × 10)
1209	MA	2018.0	5	Number and Operations in Base Ten	5.NBT.A.02	0.85	0	Eberto wrote this expression in his notebook. 10 × 10 × 10 × 10 Which of the following is equivalent to Eberto’s expression?	3^10	4^10	10^3	10^4		Eberto wrote this expression in his notebook. 10 × 10 × 10 × 10 Which of the following is equivalent to Eberto’s expression? 3^10 4^10 10^3 10^4
1210	MA	2018.0	5	Number and Operations in Base Ten	5.NBT.B.07	0.53	0	Amanda bought 4 bags of potatoes at a market. Each bag of potatoes weighed 5.75 pounds. Which of the following expressions can be used to find the total weight, in pounds, of the bags of potatoes Amanda bought?	(4 × 5) + (0.7 + 0.05)	(4 × 5) + (4 × 7) + (4 × 0.5)	(4 × 50) + (4 × 7) + (4 × 0.5)	(4 × 5) + (4 × 0.7) + (4 × 0.05)		Amanda bought 4 bags of potatoes at a market. Each bag of potatoes weighed 5.75 pounds. Which of the following expressions can be used to find the total weight, in pounds, of the bags of potatoes Amanda bought? (4 × 5) + (0.7 + 0.05) (4 × 5) + (4 × 7) + (4 × 0.5) (4 × 50) + (4 × 7) + (4 × 0.5) (4 × 5) + (4 × 0.7) + (4 × 0.05)
1211	MA	2018.0	5	Number and Operations - Fractions	5.NF.B.03	0.47	0	The 7 children in a family equally shared 4 pizzas. All the pizzas were the same size. Which fraction represents the amount of pizza in each child’s share?	4 / 7	7 / 4	1 3/7	1 4/7		The 7 children in a family equally shared 4 pizzas. All the pizzas were the same size. Which fraction represents the amount of pizza in each child’s share?  4 / 7  7 / 4 1 3/7 1 4/7
1212	MA	2018.0	5	Number and Operations in Base Ten	5.NBT.B.07	0.73	0	Lina brought $10.00 to the fair. • She spent $2.59 for cotton candy. • She spent $3.49 for a toy. How much money did Lina have left?	3.92	4.02	4.92	5.02		Lina brought $10.00 to the fair. • She spent $2.59 for cotton candy. • She spent $3.49 for a toy. How much money did Lina have left? 3.92 4.02 4.92 5.02
1213	MA	2018.0	5	Operations and Algebraic Thinking	5.OA.A.02	0.29	0	Which of the following statements is true?	(25 × 10) − 15 is 15 decreased by the product of 25 and 10.	3 + (19 − 10) is 3 more than the sum of 19 and 10.	7 − (18 + 38) is 7 less than the sum of 18 and 38.	(24 ÷ 6) × 5 is 5 times the quotient of 24 and 6.		Which of the following statements is true? (25 × 10) − 15 is 15 decreased by the product of 25 and 10. 3 + (19 − 10) is 3 more than the sum of 19 and 10. 7 − (18 + 38) is 7 less than the sum of 18 and 38. (24 ÷ 6) × 5 is 5 times the quotient of 24 and 6.
1214	MA	2018.0	5	Measurement and Data	5.MD.C.03	0.77	0	A food company packages flavor cubes used for making soup. The flavor cubes are packaged in a box that is in the shape of a rectangular prism. • Each flavor cube has an edge length of 1 centimeter. • Each box holds exactly 2 layers of flavor cubes with no gaps or spaces. • Each layer in the box holds 9 flavor cubes. What is the volume of one box of flavor cubes?	12 cubic centimeters	13 cubic centimeters	18 cubic centimeters	19 cubic centimeters		A food company packages flavor cubes used for making soup. The flavor cubes are packaged in a box that is in the shape of a rectangular prism. • Each flavor cube has an edge length of 1 centimeter. • Each box holds exactly 2 layers of flavor cubes with no gaps or spaces. • Each layer in the box holds 9 flavor cubes. What is the volume of one box of flavor cubes? 12 cubic centimeters 13 cubic centimeters  18 cubic centimeters 19 cubic centimeters
1215	MA	2018.0	5	Measurement and Data	5.MD.B.02	0.34	1	The owners of a melon farm recorded the weights of nine melons in a line plot, as shown. When the owners record the weight of a tenth melon, the difference in weight between the heaviest and the lightest melons is 2 3/4 pounds. Which of the following could be the weight of the tenth melon?	2 1/2 pounds	2 3/4 pounds	7 1/2 pounds	7 3/4 pounds		The owners of a melon farm recorded the weights of nine melons in a line plot, as shown. When the owners record the weight of a tenth melon, the difference in weight between the heaviest and the lightest melons is 2 3/4 pounds. Which of the following could be the weight of the tenth melon? 2 1/2 pounds 2 3/4 pounds 7 1/2 pounds 7 3/4 pounds
1216	MA	2018.0	5	Geometry	5.G.A.02	0.86	1	This coordinate plane shows the location of the city hall. Which ordered pair represents the location on the coordinate plane of the city hall?	(3, 4)	(4, 3)	(4, 0)	(0, 3)		This coordinate plane shows the location of the city hall. Which ordered pair represents the location on the coordinate plane of the city hall? (3, 4) (4, 3)  (4, 0) (0, 3)
1217	MA	2018.0	5	Operations and Algebraic Thinking	5.OA.B.03	0.52	1	Camila created some ordered pairs from corresponding terms of two different patterns. Then she plotted the ordered pairs on a graph, as shown. Which of the following describes the relationship between the corresponding terms of the two patterns?	Each x-value is five times the corresponding y-value.	Each y-value is five times the corresponding x-value.	Each x-value is twelve more than the corresponding y-value.	Each y-value is twelve more than the corresponding x-value.		Camila created some ordered pairs from corresponding terms of two different patterns. Then she plotted the ordered pairs on a graph, as shown. Which of the following describes the relationship between the corresponding terms of the two patterns?  Each x-value is five times the corresponding y-value. Each y-value is five times the corresponding x-value.  Each x-value is twelve more than the corresponding y-value. Each y-value is twelve more than the corresponding x-value.
1272	MA	2019.0	5	Geometry	5.G.A.2	0.78	0	Points J, K, and L are located on a coordinate plane, as shown. A student will add point M on the grid so that points J, K, L, and M are the vertices of a rectangle. What will be the coordinates of point M?	(2, 6)	(5, 2)	(5, 6)	(6, 5)		Points J, K, and L are located on a coordinate plane, as shown. A student will add point M on the grid so that points J, K, L, and M are the vertices of a rectangle. What will be the coordinates of point M? (2, 6) (5, 2) (5, 6) (6, 5)
1273	MA	2019.0	5	Number and Operations - Fractions	5.NF.B.6	0.33	0	A baker can decorate one cake in 2/3 hour. What is the total number of hours the baker needs to decorate 4 1/2 cakes?	3 hours	4 2/6 hours	5 1/6 hours	6 hours		A baker can decorate one cake in 2/3 hour. What is the total number of hours the baker needs to decorate 4 1/2 cakes? 3 hours 4 2/6 hours 5 1/6 hours 6 hours
1274	MA	2019.0	5	Operations and Algebraic Thinking	5.OA.B.3	0.55	0	Curt wrote a number pattern. • He used the rule “to get from each number to the next, add 4.” • The first number in his pattern is 1. Kristy wrote a different number pattern. • She used the rule “to get from each number to the next, add 2.” • The first number in her pattern is 1. Which of the following statements is true about both Curt’s and Kristy’s number patterns?	All the numbers are odd.	All the numbers are even.	The number 2 is in both patterns.	The number 3 is in both patterns.		Curt wrote a number pattern. • He used the rule “to get from each number to the next, add 4.” • The first number in his pattern is 1. Kristy wrote a different number pattern. • She used the rule “to get from each number to the next, add 2.” • The first number in her pattern is 1. Which of the following statements is true about both Curt’s and Kristy’s number patterns? All the numbers are odd. All the numbers are even. The number 2 is in both patterns. The number 3 is in both patterns.
1275	MA	2019.0	5	Measurement and Data	5.MD.A.1	0.47	0	A case of soda has 12 cans. Each can holds 360 milliliters of soda. What is the total number of liters of soda in the case?	3.00 liters	4.32 liters	30.0 liters	43.2 liters		A case of soda has 12 cans. Each can holds 360 milliliters of soda. What is the total number of liters of soda in the case? 3.00 liters 4.32 liters 30.0 liters 43.2 liters
1276	MA	2019.0	5	Number and Operations - Fractions	5.NF.B.7	0.51	0	Mr. Shapiro divides 3 cups of raisins into equal servings of 1/4 cup each. Which equation can be used to determine r, the number of 1/4-cup servings Mr. Shapiro makes?	r = 3 ÷ 1/4	r = 1/4 ÷ 3	3 = r ÷ 1/4	1/4 = r ÷ 3		Mr. Shapiro divides 3 cups of raisins into equal servings of 1/4 cup each. Which equation can be used to determine r, the number of 1/4-cup servings Mr. Shapiro makes? r = 3 ÷ 1/4 r = 1/4 ÷ 3 3 = r ÷ 1/4 1/4 = r ÷ 3
1277	MA	2019.0	5	Number and Operations - Fractions	5.NF.B.7	0.51	0	Mr. Shapiro divides one of the 1/4-cup servings of raisins into 2 smaller servings of equal size. What is the total amount of raisins, in cups, in each smaller serving?	1 / 2	1 / 5	1 / 6	1 / 8		Mr. Shapiro divides one of the 1/4-cup servings of raisins into 2 smaller servings of equal size. What is the total amount of raisins, in cups, in each smaller serving?  1 / 2  1 / 5  1 / 6  1 / 8
