	state	year	grade	domain	standard	pvalue	hasPic	questionStem	a	b	c	d	e	completeq
1710	NAEP	2011.0	4	Number properties and operations		0.47	0	Which factor of 12 is missing in this list of numbers?	5	6	8	10		Which factor of 12 is missing in this list of numbers? 5 6 8 10
1711	NAEP	2011.0	4	Number properties and operations		0.47	0	Ms. Kim has 45 stickers that she wants to give out to 6 students. The students are sitting in a circle. Ms. Kim gives out one sticker at a time and keeps going around the circle until all the stickers are gone. How many of the students will get more than 7 stickers?	2	3	5	6		Ms. Kim has 45 stickers that she wants to give out to 6 students. The students are sitting in a circle. Ms. Kim gives out one sticker at a time and keeps going around the circle until all the stickers are gone. How many of the students will get more than 7 stickers? 2 3 5 6
1712	NAEP	2011.0	4	Statistics and Probability		0.78	1	Ms. Livingston's class spins the arrow on the spinner 92 times. Of the following, which is the most likely result?	66 green, 26 blue	46 green, 46 blue	23 green, 69 blue	2 green, 90 blue		Ms. Livingston's class spins the arrow on the spinner 92 times. Of the following, which is the most likely result? 66 green, 26 blue 46 green, 46 blue 23 green, 69 blue 2 green, 90 blue
1713	NAEP	2011.0	4	Number properties and operations		0.71	1	On the number line above, what is the sum of the numbers to which the arrows X, Y, and Z point?	1491	1515	1530	1545		On the number line above, what is the sum of the numbers to which the arrows X, Y, and Z point? 1491 1515 1530 1545
1714	NAEP	2011.0	4	Measurement and Data		0.54	1	How many more small cubes were used to make Solid  A than Solid  B ?	2	4	6	7		How many more small cubes were used to make Solid  A than Solid  B ?  2 4 6 7
1715	NAEP	2011.0	4	Measurement and Data		0.53	1	The picture shows Jackie's scale drawing of her classroom. Which scale did she use?	__ = 1 inch	__ = 10 feet	__ = 100 feet	__ = 1 mile		The picture shows Jackie's scale drawing of her classroom. Which scale did she use?  __ = 1 inch  __ = 10 feet  __ = 100 feet  __ = 1 mile
1716	NAEP	2011.0	4	Geometry		0.45	1	Each square above is 10 units on a side. Points  A and  B are the centers of the squares. What is the distance between  A and  B?	5 units	10 units	15 units	20 units		Each square above is 10 units on a side. Points  A and  B are the centers of the squares. What is the distance between  A and  B? 5 units 10 units 15 units 20 units
1717	NAEP	2011.0	4	Operations and Algebraic Thinking		0.34	1	Every 30 minutes Dr. Kim recorded the number of bacteria in a test tube. Which best describes what happened to the number of bacteria every 30 minutes?	The number of bacteria increased by 500.	The number of bacteria increased by 1,000.	The number of bacteria doubled.	The number of bacteria tripled.		Every 30 minutes Dr. Kim recorded the number of bacteria in a test tube. Which best describes what happened to the number of bacteria every 30 minutes? The number of bacteria increased by 500. The number of bacteria increased by 1,000. The number of bacteria doubled. The number of bacteria tripled.
1718	NAEP	2011.0	4	Measurement and Data		0.91	1	What is being measured in the picture above?	The time it takes to deliver the package	The area of the package	The length of the package	The weight of the package		What is being measured in the picture above? The time it takes to deliver the package The area of the package The length of the package The weight of the package
1719	NAEP	2011.0	4	Geometry		0.79	1	What shapes make up the faces of a square pyramid?	Triangles only	Pentagon and triangles	Square and rectangles	Square and triangles		What shapes make up the faces of a square pyramid? Triangles only Pentagon and triangles Square and rectangles Square and triangles
1720	NAEP	2011.0	4	Statistics and Probability		0.77	1	Mr. Bell's class voted for where they want to go on their school trip. The chart shows the students' votes. How many more students voted to go to the theater than to go to the city park?	3	4	11	15		Mr. Bell's class voted for where they want to go on their school trip. The chart shows the students' votes. How many more students voted to go to the theater than to go to the city park?  3 4 11 15
1721	NAEP	2011.0	4	Measurement and Data		0.24	1	The square has a perimeter of 12 units. What is the area of the square?	6 square units	8 square units	9 square units	12 square units		The square has a perimeter of 12 units. What is the area of the square? 6 square units 8 square units 9 square units 12 square units
1722	NAEP	2011.0	4	Measurement and Data		0.4	1	Which is the best estimate for the area of the figure?	Less than 10 square feet	More than 10 square feet but less than 15 square feet	More than 15 square feet but less than 25 square feet	More than 25 square feet		Which is the best estimate for the area of the figure? Less than 10 square feet More than 10 square feet but less than 15 square feet More than 15 square feet but less than 25 square feet More than 25 square feet
1723	NAEP	2011.0	4	Geometry		0.49	1	How are the right triangle and the rectangle alike?	Each figure has at least one right angle.	Each figure has parallel sides.	Each figure has at least one line of symmetry.	Each figure has at least two sides that are the same length.		How are the right triangle and the rectangle alike? Each figure has at least one right angle. Each figure has parallel sides. Each figure has at least one line of symmetry. Each figure has at least two sides that are the same length.
1724	NAEP	2011.0	4	Operations and Algebraic Thinking		0.23	1	Sam folds a piece of paper in half once. There are 2 sections. Sam folds the paper in half again. There are 4 sections. Sam folds the paper in half again. There are 8 sections. Sam folds the paper in half two more times. Which list shows the number of sections there are each time Sam folds the paper?	2, 4, 8, 10, 12	2, 4, 8, 12, 24	2, 4, 8, 16, 24	2, 4, 8, 16, 32		Sam folds a piece of paper in half once. There are 2 sections. Sam folds the paper in half again. There are 4 sections. Sam folds the paper in half again. There are 8 sections. Sam folds the paper in half two more times. Which list shows the number of sections there are each time Sam folds the paper? 2, 4, 8, 10, 12 2, 4, 8, 12, 24 2, 4, 8, 16, 24 2, 4, 8, 16, 32
1725	NAEP	2011.0	4	Statistics and Probability		0.8	1	The table shows the number of adults and children who went to the zoo. On what day was the number of adults who went to the zoo about the same as the number of children who went to the zoo?	Thursday	Friday	Saturday	Sunday		The table shows the number of adults and children who went to the zoo. On what day was the number of adults who went to the zoo about the same as the number of children who went to the zoo? Thursday Friday Saturday Sunday
1726	NAEP	2011.0	4	Statistics and Probability		0.55	1	6 2 8 The three digits above can be used to make 6 different 3-digit numbers. If one of the 3-digit numbers is picked at random, what are the chances that it will be an odd number?	Impossible	Possible but not very likely	Very likely but not certain	Certain		6 2 8 The three digits above can be used to make 6 different 3-digit numbers. If one of the 3-digit numbers is picked at random, what are the chances that it will be an odd number? Impossible Possible but not very likely Very likely but not certain Certain
1727	NAEP	2011.0	4	Measurement and Data		0.66	1	A map of City Park is shown above. The area of the whole park is 490 square units. The Bike Trail and the Picnic Place together occupy how many square units of the park's area?	70	80	150	220		A map of City Park is shown above. The area of the whole park is 490 square units. The Bike Trail and the Picnic Place together occupy how many square units of the park's area? 70 80 150 220
1759	NAEP	2013.0	4	Number properties and operations		0.55	0	2/5 + 3/5 + 9/5 + 9/15	7 / 5	8 / 5	9 / 5	9 / 15		2/5 + 3/5 + 9/5 + 9/15  7 / 5  8 / 5  9 / 5  9 / 15
1760	NAEP	2013.0	4	Number properties and operations		0.75	0	4 x 50 x 9 =	180	360	1800	3600		4 x 50 x 9 =  180 360 1800 3600
1761	NAEP	2013.0	4	Number properties and operations		0.62	0	Which of these operations will give the smallest answer?	Subtract 1 from 1,000.	Multiply 1,000 by 1.	Divide 1,000 by 1.	Divide 1,000 by 10.		Which of these operations will give the smallest answer?  Subtract 1 from 1,000. Multiply 1,000 by 1. Divide 1,000 by 1. Divide 1,000 by 10.
1762	NAEP	2013.0	4	Operations and Algebraic Thinking		0.32	0	Lisa sold 15 cups of lemonade on Saturday and twice as many on Sunday. Which expression represents the total number of cups of lemonade she sold on both days?	15 + 15	2 x 15	15 + (2 x 15)	2 x (15 +15)		Lisa sold 15 cups of lemonade on Saturday and twice as many on Sunday. Which expression represents the total number of cups of lemonade she sold on both days? 15 + 15 2 x 15 15 + (2 x 15) 2 x (15 +15)
1763	NAEP	2013.0	4	Measurement and Data		0.86	0	Kelly is playing outside. She is wearing shorts and a T-shirt. Which is most likely the temperature outside?	0 F	32 F	85 F	212 F		Kelly is playing outside. She is wearing shorts and a T-shirt. Which is most likely the temperature outside? 0 F 32 F 85 F 212 F
1764	NAEP	2013.0	4	Number properties and operations		0.78	0	A bag of potatoes weighs 12.4 pounds. Which of the following statements is true?	There are between 1 and 2 pounds of potatoes in the bag.	There are between 12 and 13 pounds of potatoes in the bag.	There are between 124 and 125 pounds of potatoes in the bag.	There are between 1,246 and 1,247 pounds of potatoes in the bag.		A bag of potatoes weighs 12.4 pounds. Which of the following statements is true? There are between 1 and 2 pounds of potatoes in the bag. There are between 12 and 13 pounds of potatoes in the bag. There are between 124 and 125 pounds of potatoes in the bag. There are between 1,246 and 1,247 pounds of potatoes in the bag.
1765	NAEP	2013.0	4	Number properties and operations		0.38	0	Louisa walked for 15 minutes from her house to Mary's house. She spent 25 minutes at Mary's house. She walked 10 minutes to the store. She bought groceries at the store. She walked 10 more minutes to get home. What one additional piece of information is needed to find how many minutes Louisa was gone from her house?	What time Louisa left home	How fast Louisa walked	How far Louisa lives from Mary	How long Louisa was at the store		Louisa walked for 15 minutes from her house to Mary's house. She spent 25 minutes at Mary's house. She walked 10 minutes to the store. She bought groceries at the store. She walked 10 more minutes to get home. What one additional piece of information is needed to find how many minutes Louisa was gone from her house? What time Louisa left home How fast Louisa walked How far Louisa lives from Mary How long Louisa was at the store
1766	NAEP	2013.0	4	Number properties and operations		0.59	0	Kim, Les, Mario, and Nina each had a string 10 feet long. Kim cut hers into fifths. Les cut his into fourths. Mario cut his into sixths. Nina cut hers into thirds. After the cuts were made, who had the longest pieces of string?	Kim	Les	Mario	Nina		Kim, Les, Mario, and Nina each had a string 10 feet long. Kim cut hers into fifths. Les cut his into fourths. Mario cut his into sixths. Nina cut hers into thirds. After the cuts were made, who had the longest pieces of string? Kim Les Mario Nina
1767	NAEP	2013.0	4	Number properties and operations		0.36	0	Which expression has the least value?	2 + 7 + 0 + 4	(2 x 7) + 0 + 4	2 + (7 x 0) +4	2 x 7 x 0 x 4		Which expression has the least value?  2 + 7 + 0 + 4 (2 x 7) + 0 + 4 2 + (7 x 0) +4 2 x 7 x 0 x 4
1768	NAEP	2013.0	4	Operations and Algebraic Thinking		0.31	0	1/20, 4/20, 7/20, 10/20, 13/20,... If the pattern shown continues, what is the first fraction in the pattern that will be greater than 1?	20 / 20	21 / 20	22 / 20	25 / 20		1/20, 4/20, 7/20, 10/20, 13/20,... If the pattern shown continues, what is the first fraction in the pattern that will be greater than 1?  20 / 20  21 / 20  22 / 20  25 / 20
1769	NAEP	2013.0	4	Number properties and operations		0.48	0	Divide: 15,336 / 27	0.00176	56.78	568	17605		Divide: 15,336 / 27 0.00176 56.78 568 17605
1770	NAEP	2013.0	4	Number properties and operations		0.5	0	There are 22 students in a class. There are 12 girls in the class. What is the ratio of the number of boys to the number of girls in the class?	10 to 12	10 to 22	12 to 10	22 to 12		There are 22 students in a class. There are 12 girls in the class. What is the ratio of the number of boys to the number of girls in the class? 10 to 12 10 to 22 12 to 10 22 to 12
1771	NAEP	2013.0	4	Number properties and operations		0.67	1	The table shows the times for five girls who ran a 50-yard race. The goal was for each girl to run the race in less than 8.25 seconds. Which girl met this goal?	Christa and Sonja	Christa and Tanya	Kelly, Lorinda, and Sonja	Kelly, Lorinda, and Tanya		The table shows the times for five girls who ran a 50-yard race. The goal was for each girl to run the race in less than 8.25 seconds. Which girl met this goal? Christa and Sonja Christa and Tanya Kelly, Lorinda, and Sonja Kelly, Lorinda, and Tanya
1772	NAEP	2013.0	4	Geometry		0.8	1	Which two figures are congruent?	E and H	F and G	F and H	G and H		Which two figures are congruent? E and H F and G F and H G and H
1773	NAEP	2013.0	4	Measurement and Data		0.29	1	Use millimeters for this question. What is the length of the key in millimeters (mm)?	5 mm	8 mm	50 mm	53 mm		Use millimeters for this question. What is the length of the key in millimeters (mm)? 5 mm 8 mm 50 mm 53 mm
1774	NAEP	2013.0	4	Geometry		0.95	1	Part of a closed shape is shown above. When the shape is completed, which of these could it be?	Pentagon	Rectangle	Square	Triangle		Part of a closed shape is shown above. When the shape is completed, which of these could it be? Pentagon Rectangle Square Triangle
1775	NAEP	2013.0	4	Number properties and operations		0.82	1	Which number does the diagram above represent?	4703082	4073082	473820	407382		Which number does the diagram above represent? 4703082 4073082 473820 407382
1776	NAEP	2013.0	4	Measurement and Data		0.64	1	A teacher drew this rectangle on a playground. Sam walked around the rectangle on the lines shown. How far did Sam walk?	14 feet	20 feet	28 feet	48 feet		A teacher drew this rectangle on a playground. Sam walked around the rectangle on the lines shown. How far did Sam walk? 14 feet 20 feet 28 feet 48 feet
1777	NAEP	2013.0	4	Measurement and Data		0.47	1	What temperature does the thermometer show?	43	46	52	54		What temperature does the thermometer show? 43 46 52 54
1778	NAEP	2013.0	4	Measurement and Data		0.91	1	How much do these apples weigh?	2 cups	2 feet	2 pounds	2 quarts		How much do these apples weigh? 2 cups 2 feet 2 pounds 2 quarts
1779	NAEP	2013.0	4	Statistics and Probability		0.74	1	Mark has nine shirts in his closet as shown. If Mark picks a shirt out of the closet without looking, which two colors have the greatest chance of being picked?	Blue and purple	Green and blue	Red and blue	Red and green		Mark has nine shirts in his closet as shown. If Mark picks a shirt out of the closet without looking, which two colors have the greatest chance of being picked? Blue and purple Green and blue Red and blue Red and green
1780	NAEP	2013.0	4	Operations and Algebraic Thinking		0.55	1	Which rule works for every pair of numbers in the INPUT-OUTPUT table?	Each OUTPUT number is equal to the INPUT number.	Each OUTPUT number is one more than the INPUT number.	Each OUTPUT number is two more than the INPUT number.	Each OUTPUT number is two times the INPUT number.		Which rule works for every pair of numbers in the INPUT-OUTPUT table? Each OUTPUT number is equal to the INPUT number. Each OUTPUT number is one more than the INPUT number. Each OUTPUT number is two more than the INPUT number. Each OUTPUT number is two times the INPUT number.
1781	NAEP	2013.0	4	Geometry		0.59	1	Which statement is true about all four shapes shown?	Each shape is a rectangle.	Each shape is a quadrilateral.	Each shape has two pairs of parallel sides.	Each shape has one or more right angles.		Which statement is true about all four shapes shown? Each shape is a rectangle. Each shape is a quadrilateral. Each shape has two pairs of parallel sides. Each shape has one or more right angles.
1782	NAEP	2013.0	4	Statistics and Probability		0.51	1	The fourth graders votes for a name for their pet. The graph shows the result of the vote.The students voted a second time. For the second vote, 4 students changed their vote from Buttons to Midnight. All other students voted for the same name they voted for the first time. Which name had the most votes the second time?	Midnight	Cocoa	Buttons	Speedy		The fourth graders votes for a name for their pet. The graph shows the result of the vote.The students voted a second time. For the second vote, 4 students changed their vote from Buttons to Midnight. All other students voted for the same name they voted for the first time. Which name had the most votes the second time? Midnight Cocoa Buttons Speedy
1783	NAEP	2013.0	4	Geometry		0.5	1	Pablo connected points, with straight lines, in the following order: A to B B to C C to D D to A What shape did he make?	Hexagon	Pentagon	Rectangle	Trapezoid		Pablo connected points, with straight lines, in the following order: A to B B to C C to D D to A What shape did he make? Hexagon Pentagon Rectangle Trapezoid
1784	NAEP	2013.0	4	Measurement and Data		0.23	1	The table shows the length and the width of the gym floors in four schools. Each floor is in the shape of a rectangle. Which school's gym has the greatest area?	Adams	Brooks	Carter	Dunbar		The table shows the length and the width of the gym floors in four schools. Each floor is in the shape of a rectangle. Which school's gym has the greatest area? Adams Brooks Carter Dunbar
1816	NAEP	2017.0	4	Operations and Algebraic Thinking		0.45	0	A rule for a number pattern is shown in the box. After the first number, each number in the pattern is 7 more than the previous number. Which of the following number patterns follows the rule?	7, 7, 7, 7, 7	7, 17, 27, 37, 47	2, 7, 14, 21, 28	2, 9, 16, 23, 30		A rule for a number pattern is shown in the box. After the first number, each number in the pattern is 7 more than the previous number. Which of the following number patterns follows the rule? 7, 7, 7, 7, 7 7, 17, 27, 37, 47 2, 7, 14, 21, 28 2, 9, 16, 23, 30
1817	NAEP	2017.0	4	Measurement and Data		0.79	0	Which of the following tools could a person use to measure the temperature of water?	Clock	Ruler	Spring scale	Thermometer		Which of the following tools could a person use to measure the temperature of water? Clock Ruler Spring scale Thermometer
1818	NAEP	2017.0	4	Number properties and operations		0.85	0	There are 153,685 people living in a city. What is the place value of 6 in the number 153,685?	Hundreds place	Thousands place	Ten thousands place	Hundred thousands place		There are 153,685 people living in a city. What is the place value of 6 in the number 153,685? Hundreds place Thousands place Ten thousands place Hundred thousands place
1819	NAEP	2017.0	4	Number properties and operations		0.43	0	Mr. Franklin wants to buy an eraser for every fourth-grade student. There are 12 erasers in each box. There are 7 fourth-grade classes with 24 students in each class. How many boxes of erasers does Mr. Franklin need to buy?	2	14	43	84		Mr. Franklin wants to buy an eraser for every fourth-grade student. There are 12 erasers in each box. There are 7 fourth-grade classes with 24 students in each class. How many boxes of erasers does Mr. Franklin need to buy? 2 14 43 84
1820	NAEP	2017.0	4	Operations and Algebraic Thinking		0.59	0	The first number in the pattern is 2. After 2, each number in the pattern is determined by following the same rule. 2, 6, 18, 54,…  Which of the following rules can be used to determine the numbers shown after the first number?	Add 4	Add 12.	Multiply by 3.	Multiply by 9.		The first number in the pattern is 2. After 2, each number in the pattern is determined by following the same rule. 2, 6, 18, 54,…  Which of the following rules can be used to determine the numbers shown after the first number? Add 4 Add 12. Multiply by 3. Multiply by 9.
1821	NAEP	2017.0	4	Measurement and Data		0.6	1	The picture shows drawings of five trees. All of the trees are drawn to the same scale. Which tree's height is about half of the height of tree X?	Tree A	Tree B	Tree C	Tree D		The picture shows drawings of five trees. All of the trees are drawn to the same scale. Which tree's height is about half of the height of tree X?  Tree A Tree B Tree C Tree D
1822	NAEP	2017.0	4	Number properties and operations		0.7	1	Which of the following decimal numbers can be represented by point A on the number line?	0.6	2.4	2.6	3.4		Which of the following decimal numbers can be represented by point A on the number line? 0.6 2.4 2.6 3.4
1823	NAEP	2017.0	4	Measurement and Data		0.67	1	Madison wants to put a fence around her entire garden. The measurements of her garden are shown. How many meters of fencing with Madison need to put a fence around her entire garden?	17.7	35.4	62.7	77.9		Madison wants to put a fence around her entire garden. The measurements of her garden are shown. How many meters of fencing with Madison need to put a fence around her entire garden? 17.7 35.4 62.7 77.9
1824	NAEP	2017.0	4	Geometry		0.66	1	Which of the following sets of shapes could make up all of the faces of the pyramid?	5 triangles	1 triangle and 4 squares	3 triangles and 1 square	4 triangles and 1 square		Which of the following sets of shapes could make up all of the faces of the pyramid? 5 triangles 1 triangle and 4 squares 3 triangles and 1 square 4 triangles and 1 square
1825	NAEP	2017.0	4	Measurement and Data		0.7	1	Mr. Glaser carries his bicycle up the stairs. A picture of Mr. Glaser's bicycle is shown. Which of the following measurements is most likely the weight of his bicycle?	0.35 pound	35 pounds	3,500 pounds	35,000 pounds		Mr. Glaser carries his bicycle up the stairs. A picture of Mr. Glaser's bicycle is shown. Which of the following measurements is most likely the weight of his bicycle? 0.35 pound 35 pounds 3,500 pounds 35,000 pounds
1826	NAEP	2017.0	4	Operations and Algebraic Thinking		0.53	1	Four students jumped rope for 3 minutes. The table shows the total number of jumps each student completed after 1 minute, 2 minutes, and 3 minutes. Which student completed the same number of jumps each minute?	Chris	Erin	Liam	Veronica		Four students jumped rope for 3 minutes. The table shows the total number of jumps each student completed after 1 minute, 2 minutes, and 3 minutes. Which student completed the same number of jumps each minute? Chris Erin Liam Veronica
1827	NAEP	2017.0	4	Geometry		0.35	1	Emily cuts Figure 1 along the dotted line so that she ends up with two rectangles. She uses the two rectangles to make Figure 2. Which of the following statements about the areas and perimeters of Figure 1 and Figure 2 is true?	The areas are different, and the perimeters are different.	The areas are different, but the perimeters are the same.	The areas are the same, but the perimeters are different.	The areas are the same, and the perimeters are the same.		Emily cuts Figure 1 along the dotted line so that she ends up with two rectangles. She uses the two rectangles to make Figure 2. Which of the following statements about the areas and perimeters of Figure 1 and Figure 2 is true? The areas are different, and the perimeters are different. The areas are different, but the perimeters are the same. The areas are the same, but the perimeters are different. The areas are the same, and the perimeters are the same.
1828	NAEP	2017.0	4	Number properties and operations		0.4	1	Which of the following is represented by the base ten blocks?	325	370	3025	3205		Which of the following is represented by the base ten blocks? 325 370 3025 3205
1872	NC	2019.0	4	Number and Operations in Base Ten	NC.4.NBT.6		0	There are 594 children participating in a county science fair. They are put into groups of six children. How many groups will participate?	60	98	99	150		There are 594 children participating in a county science fair. They are put into groups of six children. How many groups will participate? 60 98 99 150
1873	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.4		0	Each day of the work week, Mr. Harbin uses 3/4 of a gallon of gas. Which estimate best describes the amount of gas Mr. Harbin would use in a five-day work week?	less than one gallon	between 2 and 3 gallons	between 3 and 4 gallons	more than 4 gallons		Each day of the work week, Mr. Harbin uses 3/4 of a gallon of gas. Which estimate best describes the amount of gas Mr. Harbin would use in a five-day work week? less than one gallon between 2 and 3 gallons between 3 and 4 gallons more than 4 gallons
1874	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.3		0	The body and head of a fox measure 19 4/5 inches, and its tail measures 10 4/5 inches. What is the total length of the fox?	30 8/10 inches	30 3/5 inches	29 8/10 inches	29 3/5 inches		The body and head of a fox measure 19 4/5 inches, and its tail measures 10 4/5 inches. What is the total length of the fox? 30 8/10 inches 30 3/5 inches 29 8/10 inches 29 3/5 inches
1875	NC	2019.0	4	Number and Operations in Base Ten	NC.4.NBT.6		0	There are 136 students in the school cafeteria. There are 8 students sitting at each table.  How many tables are in the cafeteria?	12 tables	16 tables	17 tables	18 tables		There are 136 students in the school cafeteria. There are 8 students sitting at each table.  How many tables are in the cafeteria? 12 tables 16 tables 17 tables 18 tables
1876	NC	2019.0	4	Operations and Algebraic Thinking	NC.4.OA.4		0	Which list contains exactly 2 prime numbers and 2 composite numbers?	13, 14, 15, 16	2, 4, 5, 6	7, 8, 9, 10	25, 26, 27, 29		Which list contains exactly 2 prime numbers and 2 composite numbers? 13, 14, 15, 16 2, 4, 5, 6 7, 8, 9, 10 25, 26, 27, 29
1877	NC	2019.0	4	Number and Operations in Base Ten	NC.4.NBT.4		0	A cafeteria manager ordered 1,251 cartons of milk on Monday. He also ordered cartons of milk on Thursday. He ordered 879 more cartons on Monday than on Thursday. How many cartons did the manager order on Thursday?	372	428	1628	2130		A cafeteria manager ordered 1,251 cartons of milk on Monday. He also ordered cartons of milk on Thursday. He ordered 879 more cartons on Monday than on Thursday. How many cartons did the manager order on Thursday? 372 428 1628 2130
1878	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.6		0	Dana ran on Monday and Tuesday. She ran 5 2/10 km on Monday. She ran 4 6/100 km on Tuesday. How far did Dana run altogether?	9 8/10 km	9 8/100 km	9 6/10 km	9 26/100 km		Dana ran on Monday and Tuesday. She ran 5 2/10 km on Monday. She ran 4 6/100 km on Tuesday. How far did Dana run altogether? 9 8/10 km 9 8/100 km 9 6/10 km 9 26/100 km
1879	NC	2019.0	4	Number and Operations in Base Ten	NC.4.NBT.5		0	Pablo was getting ready for a bike race. He rode his bike each day for 32 days. He rode his bike for 45 minutes each day. How many minutes did Pablo spend riding his bike to get ready for the race?	288	1360	1431	1440		Pablo was getting ready for a bike race. He rode his bike each day for 32 days. He rode his bike for 45 minutes each day. How many minutes did Pablo spend riding his bike to get ready for the race? 288 1360 1431 1440
1880	NC	2019.0	4	Operations and Algebraic Thinking	NC.4.OA.1		0	There are twice as many women on a bus as there are men. There are 24 women on the bus. What is the total number of men and women on the bus?	12	36	48	72		There are twice as many women on a bus as there are men. There are 24 women on the bus. What is the total number of men and women on the bus? 12 36 48 72
1881	NC	2019.0	4	Number and Operations in Base Ten	NC.4.NBT.5		0	Each classroom at a school has 24 desks. There are 18 classrooms in the school. How many desks are at the school?	444 desks	432 desks	424 desks	402 desks		Each classroom at a school has 24 desks. There are 18 classrooms in the school. How many desks are at the school? 444 desks 432 desks 424 desks 402 desks
1882	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.4		0	Four friends each ate 2/3 of an apple.  How many apples did the four friends eat in all?	8/12 of an apple	6/7 of an apple	2 apples	2 2/3 apples		Four friends each ate 2/3 of an apple.  How many apples did the four friends eat in all? 8/12 of an apple 6/7 of an apple 2 apples 2 2/3 apples
1883	NC	2019.0	4	Operations and Algebraic Thinking	NC.4.OA.3		0	A farmer has an equal number of cows in 3 different fields on his farm.  Which choice could be the total number of cows?	112	178	207	266		A farmer has an equal number of cows in 3 different fields on his farm.  Which choice could be the total number of cows? 112 178 207 266
1884	NC	2019.0	4	Number and Operations in Base Ten	NC.4.NBT.6		0	There are 128 pencils to be put into boxes.  Each box can hold 9 pencils.  How many boxes can be completely filled?	14	15	104	105		There are 128 pencils to be put into boxes.  Each box can hold 9 pencils.  How many boxes can be completely filled? 14 15 104 105
1885	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.3		0	Maria is making a snack mix. For the recipe she needs: 2/4 cup peanuts 1/4 cup raisins 2/4 cup chocolate chips. Maria will double the recipe. What is the total amount of peanuts, raisins, and chocolate chips she will need?	5/12 cup	10/8 cups	9/4 cups	10/4 cups		Maria is making a snack mix. For the recipe she needs: 2/4 cup peanuts 1/4 cup raisins 2/4 cup chocolate chips. Maria will double the recipe. What is the total amount of peanuts, raisins, and chocolate chips she will need? 5/12 cup 10/8 cups 9/4 cups 10/4 cups
1886	NC	2019.0	4	Number and Operations in Base Ten	NC.4.NBT.6		0	A farmer has 348 apples and wants to put them into baskets. He will put 6 apples into each basket. How many baskets will the farmer use?	56	57	58	59		A farmer has 348 apples and wants to put them into baskets. He will put 6 apples into each basket. How many baskets will the farmer use? 56 57 58 59
1887	NC	2019.0	4	Operations and Algebraic Thinking	NC.4.OA.4		0	Which group of numbers includes only composite numbers?	3, 9, 15, 27, 31	12, 15, 21, 28, 31	15, 18, 21, 24, 25	21, 28, 31, 35, 41		Which group of numbers includes only composite numbers? 3, 9, 15, 27, 31 12, 15, 21, 28, 31 15, 18, 21, 24, 25 21, 28, 31, 35, 41
1888	NC	2019.0	4	Number and Operations in Base Ten	NC.4.NBT.2		0	Which choice is equal to 462?	3 hundreds, 16 tens, and 2 ones	3 hundreds, 6 tens, and 2 ones	4 hundreds and 62 tens	4 hundreds, 60 tens, and 2 ones		Which choice is equal to 462? 3 hundreds, 16 tens, and 2 ones 3 hundreds, 6 tens, and 2 ones 4 hundreds and 62 tens 4 hundreds, 60 tens, and 2 ones
1889	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.3		0	A tree was 14 3/8 inches tall when it was first planted. Two years later, the tree was 21 1/8 inches tall. How much did the tree grow in the two years?	6 5/8 inches	6 6/8 inches	7 5/8 inches	7 6/8 inches		A tree was 14 3/8 inches tall when it was first planted. Two years later, the tree was 21 1/8 inches tall. How much did the tree grow in the two years? 6 5/8 inches 6 6/8 inches 7 5/8 inches 7 6/8 inches
1890	NC	2019.0	4	Measurement and Data	NC.4.MD.1		0	Wendy filled a bucket with vegetables from her garden. The vegetables weighed 7,000 grams. She sold 4,200 grams of the vegetables. How much did the remaining vegetables weigh?	2,800 grams	3,200 grams	4,193 grams	11,200 grams		Wendy filled a bucket with vegetables from her garden. The vegetables weighed 7,000 grams. She sold 4,200 grams of the vegetables. How much did the remaining vegetables weigh? 2,800 grams 3,200 grams 4,193 grams 11,200 grams
1891	NC	2019.0	4	Operations and Algebraic Thinking	NC.4.OA.3		0	Last week, Jeff read 8 pages of his book. This week, he has read 6 times as many pages as last week. How many pages has Jeff read altogether during the two weeks?	14	40	48	56		Last week, Jeff read 8 pages of his book. This week, he has read 6 times as many pages as last week. How many pages has Jeff read altogether during the two weeks? 14 40 48 56
1892	NC	2019.0	4	Geometry	NC.4.G.2		0	Which polygon can have four sides of equal length, two pairs of parallel sides, and no right angles?	rectangle	trapezoid	rhombus	square		Which polygon can have four sides of equal length, two pairs of parallel sides, and no right angles? rectangle trapezoid rhombus square
1893	NC	2019.0	4	Measurement and Data	NC.4.MD.2		0	Maria drank 3 liters of water last week. Her friend drank twice as much water as Maria. How many milliliters of water did they both drink?	3,000 milliliters	5,000 milliliters	6,000 milliliters	9,000 milliliters		Maria drank 3 liters of water last week. Her friend drank twice as much water as Maria. How many milliliters of water did they both drink? 3,000 milliliters 5,000 milliliters 6,000 milliliters 9,000 milliliters
1894	NC	2019.0	4	Number and Operations - Fractions	NC.4.NF.7		0	Thomas lives more than 0.55 km and less than 0.75 km from his school. Which choice could be the distance Thomas lives from his school?	0.06 km	0.50 km	0.60 km	1.30 km		Thomas lives more than 0.55 km and less than 0.75 km from his school. Which choice could be the distance Thomas lives from his school? 0.06 km 0.50 km 0.60 km 1.30 km
